gene_symbol	entrez_human	entrez_rat	entrez_mouse	Unirprot_Human	Uniprot_Rat	Uniprot_mouse	gene_name	synonym	DbTF	pubmed_id	evidence.type	AnimalTFDB	Vaquerizas.et.al	ORFeome	Ravasi.et.al	TFCat	JASPAR	GOC	DBD	TcoF.DB	pubmed_id.1	taxon	pubmed_id.2	taxon.1	pubmed_id.3	taxon.2	pubmed_id.4	taxon.3	pubmed_id.5	taxon.4	pubmed_id.6	taxon.5
ERG	2078	170909	13876	B4DVX5,P11308,B4DN83	Q91XV5	P81270	v-ets erythroblastosis virus E26 oncogene homolog (avian)	ERG-3|P55	yes	22117042	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	22117042	9606	0	0	0	0	0	0	0	0	0	0
ETS1	2113	24356	23871	A8K725,F5GYX9,P14921,B4DW78	P41156	Q8K3Q9,Q540Q5,Q8BVW8,E9PWI8,P27577	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	ETS-1|EWSR2	yes	12119294	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	GOC	DBD	TcoF-DB	12119294	10090	0	0	0	0	0	0	0	0	0	0
ETV4	2118	360635	18612	B7Z9J6,B7Z5J3,P43268		Q3UMZ6	ets variant 4	E1A-F|E1AF|PEA3|PEAS3	yes	15466854	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	15466854	10090	0	0	0	0	0	0	0	0	0	0
ETV6	2120	312777	14011	P41212	Q3KRD1	P97360,Q80WR3	ets variant 6	TEL|TEL/ABL	yes	10514502	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	10514502	9606	0	0	0	0	0	0	0	0	0	0
FEZF1	389549	500048	73191	A0PJY2	D3ZPD6	Q0VDQ9	FEZ family zinc finger 1	FEZ|ZNF312B	yes	19318583	Experimental	AnimalTFDB	Vaquerizas et al	0	0	0	0	GOC	DBD	0	19318583	9606	0	0	0	0	0	0	0	0	0	0
FEZF2	55079	305719	54713	Q8TBJ5	B4F7C0	Q9ESP5	FEZ family zinc finger 2	FEZ|FEZL|TOF|ZFP312|ZNF312	yes	20431123	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	0	TFCat	0	GOC	DBD	0	20431123	10090	0	0	0	0	0	0	0	0	0	0
FOXA2	3170	25099	15376	B0ZTD4,Q9Y261	P32182	P35583	forkhead box A2	HNF3B|TCF3B	yes	16847327	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	GOC	DBD	TcoF-DB	16847327	10090	0	0	0	0	0	0	0	0	0	0
FOXC2	2303	171356	14234	Q99958		Q61850,B9EI61	forkhead box C2 (MFH-1, mesenchyme forkhead 1)	FKHL14|LD|MFH-1|MFH1	yes	20956529	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	20956529	9606	0	0	0	0	0	0	0	0	0	0
FOXD1	2297	171299	15229	Q16676		Q61345	forkhead box D1	FKHL8|FREAC4	yes	13678594	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	GOC	0	TcoF-DB	13678594	10090	0	0	0	0	0	0	0	0	0	0
FOXD3	27022	29203	15221	Q9UJU5		A2BDY3,Q61060	forkhead box D3	AIS1|GENESIS|HFH2|VAMAS2	yes	8139574	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	GOC	DBD	TcoF-DB	8139574	9606	0	0	0	0	0	0	0	0	0	0
FOXE1	2304	192274	110805	O00358	O08771	Q8R2I0	forkhead box E1 (thyroid transcription factor 2)	FKHL15|FOXE2|HFKH4|HFKL5|TITF2|TTF-2|TTF2	yes	10465294	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	10465294	9606	0	0	0	0	0	0	0	0	0	0
FOXI1	2299	287185	14233	E0XEN6,Q12951	D4A7G2	Q922I5	forkhead box I1	FKH10|FKHL10|FREAC-6|FREAC6|HFH-3|HFH3	yes	9153225	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	GOC	DBD	TcoF-DB	9153225	9606;10090	0	0	0	0	0	0	0	0	0	0
FOXL2	668	367152	26927	P58012,Q53ZD3	D4A0S1	Q2TVT7,O88470	forkhead box L2	BPES|BPES1|PFRK|PINTO|POF3	yes	15059956	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	15059956	10090	0	0	0	0	0	0	0	0	0	0
FOXM1	2305	58921	14235	A8K591,Q53Y49,Q08050	D3ZLE1	Q6P1H7	forkhead box M1	FKHL16|FOXM1B|HFH-11|HFH11|HNF-3|INS-1|MPHOSPH2|MPP-2|MPP2|PIG29|TGT3|TRIDENT	yes	9108152	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	9108152	10090	0	0	0	0	0	0	0	0	0	0
FOXO3	2309	294515	56484	O43524	D3ZBQ1	Q9WVH4	forkhead box O3	AF6Q21|FKHRL1|FKHRL1P2|FOXO2|FOXO3A	yes	10102273	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	GOC	DBD	TcoF-DB	10102273	9606	0	0	0	0	0	0	0	0	0	0
FOXP1	27086	297480	108655	Q548T7,E9PFD3,Q8TEA2,G5E9V8,Q9H334,B3KV70,Q8N2P0	Q498D1	P58462	forkhead box P1	12CC4|QRF1|HFKH1B	yes	18640093	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	18640093	9606	0	0	0	0	0	0	0	0	0	0
FOXP3	50943	317382	20371	Q9BZS1	D3ZKI1	Q53Z59,Q99JB6	forkhead box P3	AIID|DIETER|IPEX|PIDX|XPID	yes	17028180	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	17028180	9606;10090	0	0	0	0	0	0	0	0	0	0
GCM1	8521	29394	14531	Q9NP62	Q9Z288	Q3UQD1,P70348	glial cells missing homolog 1 (Drosophila)	GCMA|HGCMA	yes	15385555	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	15385555	10090	0	0	0	0	0	0	0	0	0	0
GFI1	2672	24388	14581	Q99684,B3KVN4	Q07120	P70338,H3BJM0	growth factor independent 1 transcription repressor	GFI-1|GFI1A|SCN2|ZNF163	yes	8754800	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	GOC	DBD	TcoF-DB	8754800	10116	0	0	0	0	0	0	0	0	0	0
GLI2	2736	304729	14633	Q1PSW9,Q59FV5,P10070		Q0VGT2	GLI family zinc finger 2	HPE9|THP1|THP2	yes	21095584	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	21095584	9606	0	0	0	0	0	0	0	0	0	0
GRHL1	29841	313993	195733	Q9NZI5	D3ZZW4	E9QMF0,Q921D9	grainyhead-like 1 (Drosophila)	LBP32|MGR|NH32|TFCP2L2	yes	12175488	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	12175488	9606	0	0	0	0	0	0	0	0	0	0
GRHL2	79977	299979	252973	Q6ISB3	B5DEI9	Q8K5C0	grainyhead-like 2 (Drosophila)	BOM|DFNA28|TFCP2L3	yes	20978075	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	0	TFCat	0	GOC	DBD	TcoF-DB	20978075	10090	0	0	0	0	0	0	0	0	0	0
GSC2	2928	363831	195333	O15499	D3Z9R9	A2RTU1	goosecoid homeobox 2	GSCL	yes	9700206	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	9700206	9606	0	0	0	0	0	0	0	0	0	0
GSX2	170825	364140	14843	Q9BZM3,B2LYG3	B6RGM1	P31316	GS homeobox 2	GSH2	yes	7619729	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	7619729	10090	0	0	0	0	0	0	0	0	0	0
GZF1	64412	311508	74533	Q9H116	D3ZUU2	Q4VBD9	GDNF-inducible zinc finger protein 1	ZBTB23|ZNF336	yes	16049025	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	16049025	9606	0	0	0	0	0	0	0	0	0	0
HAND2	9464	64637	15111	P61296	P61295	Q61039	heart and neural crest derivatives expressed 2	DHAND2|HED|THING2|BHLHA26|DHAND	yes	15139020	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	15139020	10090	0	0	0	0	0	0	0	0	0	0
HBP1	26959	27080	73389	B4DJ36,O60381	Q62661	E9Q1A8,E9Q469,Q8R316	HMG-box transcription factor 1	-	yes	15024088	Experimental	AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	GOC	0	TcoF-DB	15024088	9606	0	0	0	0	0	0	0	0	0	0
HELT	391723	498633	234219	A6NFD8	D4ADJ5	Q7TS99	helt bHLH transcription factor	HCM1228|HESL|MGN|BHLHB44	yes	14764602	Experimental	AnimalTFDB	Vaquerizas et al	0	0	TFCat	0	GOC	DBD	0	14764602	10090	0	0	0	0	0	0	0	0	0	0
HES6	55502	316626	55927	Q96HZ4	Q5PPN0	Q9JHE6	hairy and enhancer of split 6 (Drosophila)	HES-6|BHLHB41|BHLHC23	yes	18160400	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	0	18160400	9606	0	0	0	0	0	0	0	0	0	0
HES7	84667	287423	84653	Q9BYE0,F8VPC9	D3ZV20	Q8BKT2	hairy and enhancer of split 7 (Drosophila)	SCDO4|BHLHB37	yes	11260262	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	11260262	10090	0	0	0	0	0	0	0	0	0	0
HEY2	23493	155430	15214	Q9UBP5	G3V7S6	Q9QUS4,Q0VGJ1	hairy/enhancer-of-split related with YRPW motif 2	CHF1|GRIDLOCK|GRL|HERP1|HESR2|HRT2|BHLHB32	yes	11486045	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	11486045	9606	0	0	0	0	0	0	0	0	0	0
HEYL	26508	313575	56198	Q9NQ87	D3ZIH3	Q9DBX7	hairy/enhancer-of-split related with YRPW motif-like	HEY3|HRT3|BHLHB33	yes	21259317	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	21259317	10090	0	0	0	0	0	0	0	0	0	0
HINFP	25988	300665	102423	Q9BQA5		Q8K1K9	histone H4 transcription factor	HINF-P|MIZF|ZNF743	yes	14752047	Experimental	AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	JASPAR	GOC	DBD	TcoF-DB	14752047	9606	0	0	0	0	0	0	0	0	0	0
HIVEP2	3097	29721	15273	P31629	Q00900	Q3UHF7	human immunodeficiency virus type I enhancer binding protein 2	HIV-EP2|MBP-2|MIBP1|SHN2|ZAS2|ZNF40B	yes	10207097	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	10207097	10090	0	0	0	0	0	0	0	0	0	0
HIVEP3	59269	313557	16656	Q5T1R4	D3ZRB5	A2A884	human immunodeficiency virus type I enhancer binding protein 3	KBP-1|KBP1|KRC|SHN3|SCHNURRI-3|ZAS3|ZNF40C	yes	21189157	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	21189157	9606	0	0	0	0	0	0	0	0	0	0
HMBOX1	79618	305968	219150	Q6NT76		Q8BJA3	homeobox containing 1	HNF1LA|PBHNF	yes	21839858	Experimental	AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	21839858	9606	0	0	0	0	0	0	0	0	0	0
HNF1B	6928	25640	21410	E0YMJ6,Q6FHW6,P35680	P23899	Q5SS49,P27889	HNF1 homeobox B	FJHN|HNF-1B|HNF1BETA|HNF2|HPC11|LF-B3|LFB3|MODY5|TCF-2|TCF2|VHNF1	yes	9774468	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	GOC	DBD	TcoF-DB	9774468	9606	0	0	0	0	0	0	0	0	0	0
HNF4A	3172	25735	15378	F1D8T1,Q5QPB7,P41235,F1D8S2,F1D8T0	B9VVT3,B9VVT2,P22449,G3V750,A2ICG7	P49698	hepatocyte nuclear factor 4, alpha	HNF4|HNF4A7|HNF4A8|HNF4A9|HNF4ALPHA|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14	yes	15581617	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	GOC	DBD	TcoF-DB	15581617	10090	0	0	0	0	0	0	0	0	0	0
HNF4G	3174	365744	30942	Q14541,F1D8Q4		Q3UP48,Q9WUU6,Q059V1	hepatocyte nuclear factor 4, gamma	NR2A2|NR2A3	yes	12220531	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	12220531	9606	0	0	0	0	0	0	0	0	0	0
HOMEZ	57594	260325	239099	Q8IX15	Q5XFX1	Q80W88	homeobox and leucine zipper encoding	KIAA1443	yes	12925734	Experimental	AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	12925734	9606	0	0	0	0	0	0	0	0	0	0
HOXA10	3206	368057	15395	P31260	G3V6Z0	P31310	homeobox A10	HOX1|HOX1.8|HOX1H|PL	yes	15886193	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	15886193	10090	0	0	0	0	0	0	0	0	0	0
HOXA5	3202	79241	15402	P20719	G3V6T2	P09021	homeobox A5	HOX1|HOX1.3|HOX1C	yes	10879542	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	GOC	DBD	TcoF-DB	10879542	10090	0	0	0	0	0	0	0	0	0	0
HOXA7	3204	500126	15404	P31268	F1LMS8	P02830	homeobox A7	ANTP|HOX1|HOX1.1|HOX1A	yes	18973687	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	18973687	9606	0	0	0	0	0	0	0	0	0	0
HOXA9	3205	500126	15405	P31269	F1LMS8	P09631	homeobox A9	ABD-B|HOX1|HOX1.7|HOX1G	yes	17327400	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	17327400	9606	0	0	0	0	0	0	0	0	0	0
HOXB13	10481	303480	15408	Q92826,Q4KR72	D3ZWL5	A2A9Z4,P70321	homeobox B13	PSGD	yes	15126340	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	15126340	9606	0	0	0	0	0	0	0	0	0	0
HOXB5	3215	497987	15413	P09067	D3ZMA1	P09079,A2AA01	homeobox B5	HHO.C10|HOX2|HOX2A|HU-1|HOX2.1	yes	12897140	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	12897140	10090	0	0	0	0	0	0	0	0	0	0
HOXB7	3217	497985	15415	P09629	P18864	P09024	homeobox B7	HHO.C1|HOX2|HOX2C|HOX-2.3	yes	8756643	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	8756643	9606	0	0	0	0	0	0	0	0	0	0
HOXC11	3227	366996	109663	O43248		P31313	homeobox C11	HOX3H	yes	9582375	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	9582375	9606	0	0	0	0	0	0	0	0	0	0
HOXD11	3237	0	15431	P31277		P23813,A2ASM7	homeobox D11	HOX4|HOX4F	yes	1756725	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	1756725	9606	0	0	0	0	0	0	0	0	0	0
HOXD3	3232	288152	15434	P31249	D3Z957	P09027,Q3UZR4	homeobox D3	HOX1D|HOX4|HOX4A|HOX-4.1	yes	14610084	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	14610084	9606	0	0	0	0	0	0	0	0	0	0
HSF1	3297	79245	15499	Q00613	F1MAF1	P38532	heat shock transcription factor 1	HSTF1	yes	9545528	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	9545528	9606	0	0	0	0	0	0	0	0	0	0
HSF2	3298	64441	15500	Q03933,Q9BS48	Q9R120	P38533,Q8BWK6	heat shock transcription factor 2	HSF 2|HSTF 2	yes	14699143	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	14699143	9606	0	0	0	0	0	0	0	0	0	0
IKZF1	10320	305501	22778	Q13422	D4A9W4	Q5SWU0,Q8C5P6,G5E8H3,Q8C9X3	IKAROS family zinc finger 1 (Ikaros)	HS.54452|IK1|IKAROS|LYF1|PRO0758|ZNFN1A1|HIK-1	yes	15841184	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	15841184	10090	0	0	0	0	0	0	0	0	0	0
IRF1	3659	24508	16362	Q6FHN8,P10914	P23570	Q3U5M1,P15314,Q5SX13	interferon regulatory factor 1	IRF-1|MAR	yes	12517966	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	GOC	DBD	TcoF-DB	12517966	10090	0	0	0	0	0	0	0	0	0	0
IRF2	3660	290749	16363	P14316	Q0PXQ8	Q3U2Z2,P23906	interferon regulatory factor 2	IRF-2	yes	8798551	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	GOC	DBD	TcoF-DB	8798551	9606	0	0	0	0	0	0	0	0	0	0
IRF4	3662	291100	16364	Q15306	D3ZEX6	Q64287,Q5SUZ4	interferon regulatory factor 4	LSIRF|MUM1|NF-EM5	yes	15242870	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	15242870	9606	0	0	0	0	0	0	0	0	0	0
IRF5	3663	296953	27056	Q13568	D3ZPU1	P56477,Q3U169	interferon regulatory factor 5	SLEB10	yes	12600985	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	12600985	9606	0	0	0	0	0	0	0	0	0	0
IRF6	3664	364081	54139	G0Z349,B4DLE2,O14896,F5GWX8	D4AAV0	P97431	interferon regulatory factor 6	LPS|OFC6|PIT|PPS|VWS|VWS1	yes	21807998	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	21807998	9606	0	0	0	0	0	0	0	0	0	0
IRF7	3665	293624	54123	Q92985	Q3SWU2	Q3TW14,D3Z4U9,Q542T3,P70434	interferon regulatory factor 7	IRF-7H|IRF7A	yes	9786932	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	9786932	9606;10090	0	0	0	0	0	0	0	0	0	0
IRF9	10379	305896	16391	Q00978	Q68FP4	E9PZJ2,Q61179,Q3UKQ7,E9Q8M6	interferon regulatory factor 9	IRF-9|ISGF3|ISGF3G|P48	yes	20083668	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	20083668	10090	0	0	0	0	0	0	0	0	0	0
IRX1	79192	306659	16371	P78414	D4A9L1	P81068	iroquois homeobox 1	IRX-5|IRXA1	yes	20440264	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	20440264	9606	0	0	0	0	0	0	0	0	0	0
IRX3	79191	307721	16373	P78415		P81067	iroquois homeobox 3	IRX-1|IRXB1	yes	16203991	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	16203991	Other	0	0	0	0	0	0	0	0	0	0
IRX5	10265	498918	54352	P78411	Q45V74	Q9JKQ4	iroquois homeobox 5	HMMS|IRX-2A|IRXB2	yes	16239150	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	16239150	10090	0	0	0	0	0	0	0	0	0	0
IRX6	79190	307715	64379	P78412	D4A7R4	Q8BFT1	iroquois homeobox 6	IRX-3|IRX7|IRXB3	yes	19152797	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	19152797	10090	0	0	0	0	0	0	0	0	0	0
JUNB	3726	24517	16477	Q5U079,P17275	P24898	P09450,Q569U6	jun B proto-oncogene	AP-1	yes	12121977	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	12121977	10090	0	0	0	0	0	0	0	0	0	0
JUND	3727	24518	16478	P17535	P52909	P15066	jun D proto-oncogene	AP-1	yes	2504580	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	2504580	10090	0	0	0	0	0	0	0	0	0	0
KLF1	10661	304666	16596	Q13351	G3V6F3	E9QNP6	Kruppel-like factor 1 (erythroid)	EKLF|HBFQTL6|INLU	yes	11092887	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	11092887	9606	0	0	0	0	0	0	0	0	0	0
KLF12	11278	306110	16597	Q8WWI3,Q9Y4X4	D3ZG44	O35738	Kruppel-like factor 12	AP-2REP|AP2REP	yes	9858544	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	9858544	10090	0	0	0	0	0	0	0	0	0	0
KLF15	28999	85497	66277	Q9UIH9	Q9WTQ3	Q9EPW2	Kruppel-like factor 15	KKLF	yes	20141633	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	20141633	9606	0	0	0	0	0	0	0	0	0	0
KLF17	128209	298449	75753	Q5JT82	D4ADI3	Q8CFA7	Kruppel-like factor 17	ZNF393|ZFP393	yes	16460907	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	GOC	DBD	TcoF-DB	16460907	9606	0	0	0	0	0	0	0	0	0	0
KLF2	10365	306330	16598	Q8IUN4,Q9Y5W3	Q9ET58	Q3V293,Q60843	Kruppel-like factor 2 (lung)	LKLF	yes	21530336	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	21530336	10090	0	0	0	0	0	0	0	0	0	0
KLF5	688	84410	12224	Q5T6X2,Q13887	F1LSL7,Q66HP1	Q9Z0Z7	Kruppel-like factor 5 (intestinal)	BTEB2|CKLF|IKLF	yes	16595680	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	16595680	9606	0	0	0	0	0	0	0	0	0	0
KLF9	687	117560	16601	Q13886	Q01713	Q8CEC4	Kruppel-like factor 9	BTEB|BTEB1	yes	9858544	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	9858544	10090	0	0	0	0	0	0	0	0	0	0
LBX1	10660	499362	16814	P52954	Q1XID0	P52955	ladybird homeobox 1	HPX-6|HPX6|LBX1H|HOMEOBOX	yes	19651985	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	19651985	9606	0	0	0	0	0	0	0	0	0	0
LCORL	254251	498385	209707	Q8N3X6		Q3U285	ligand dependent nuclear receptor corepressor-like	MLR1	yes	12560079	Experimental	AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	12560079	10090	0	0	0	0	0	0	0	0	0	0
LEF1	51176	161452	16842	Q659G9,Q9UJU2	Q9QXN1	Q3TYB0,P27782	lymphoid enhancer-binding factor 1	LEF-1|TCF10|TCF1ALPHA|TCF7L3	yes	18579517	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	18579517	9606;10090	0	0	0	0	0	0	0	0	0	0
MAFA	389692	366949	378435	Q8NHW3	D3ZNT6	Q8CF90	v-maf musculoaponeurotic fibrosarcoma oncogene homolog A (avian)	RIPE3B1|HMAFA	yes	15665000	Experimental	AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	15665000	9606;10090;10116	0	0	0	0	0	0	0	0	0	0
MAFB	9935	54264	16658	Q9Y5Q3	P54842	P54841	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	KRML|MCTO	yes	9144291	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	0	DBD	TcoF-DB	9144291	10090	0	0	0	0	0	0	0	0	0	0
MAFG	4097	64188	17134	O15525	Q76MX4	A2ABY9,O54790	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)	HMAF	yes	15574414	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	15574414	10090	0	0	0	0	0	0	0	0	0	0
MAZ	4150	691842	17188	Q8IUI2,P56270	A8QJL8	F8VPK3	MYC-associated zinc finger protein (purine-binding transcription factor)	PUR1|PUR-1|SAF-1|SAF-2|SAF-3|ZF87|ZNF801|ZIF87	yes	15094381	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	15094381	9606	0	0	0	0	0	0	0	0	0	0
MECOM	2122	294924	14013	Q03112,Q13465,C7FEN9	D3ZM26	Q9Z1L8,G3UZ13	MDS1 and EVI1 complex locus	AML1-EVI-1|EVI1|MDS1|MDS1-EVI1|PRDM3	yes	15889140	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	0	DBD	TcoF-DB	15889140	generic	0	0	0	0	0	0	0	0	0	0
